country_iso3,date,event_cnt,tone_mean,polarity_mean,hub_events,tone_norm,polarity_norm,event_cnt_norm,hub_events_norm,simple_score,simple_score_norm,event_cnt_z
AFG,2016-01-01,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
AFG,2016-01-04,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
AFG,2016-01-06,5,,,5,0,0.0,0.0027155465037338763,0.002717391304347826,0.0016296968623631157,0.0027161614372718593,-0.23822119579261483
AFG,2016-01-08,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-09,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
AFG,2016-01-11,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
AFG,2016-01-12,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
AFG,2016-01-13,7,,,7,0,0.0,0.004073319755600814,0.004076086956521739,0.0024445452935446736,0.004074242155907789,-0.21005955678809315
AFG,2016-01-14,4,,,4,0,0.0,0.002036659877800407,0.0020380434782608695,0.0012222726467723368,0.0020371210779538945,-0.25230201529487567
AFG,2016-01-15,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-16,36,,,36,0,0.0,0.02376103190767142,0.02377717391304348,0.014259847545677265,0.02376641257612877,0.1982842087774711
AFG,2016-01-17,27,,,27,0,0.0,0.017651052274270197,0.017663043478260868,0.010593029605360254,0.017655049342267085,0.07155683325712357
AFG,2016-01-18,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
AFG,2016-01-19,5,,,5,0,0.0,0.0027155465037338763,0.002717391304347826,0.0016296968623631157,0.0027161614372718593,-0.23822119579261483
AFG,2016-01-20,17,,3472.0,17,0,0.07836410418453482,0.010862186014935505,0.010869565217391304,0.006518787449452463,0.010864645749087437,-0.06925136176548478
AFG,2016-01-21,7,,,7,0,0.0,0.004073319755600814,0.004076086956521739,0.0024445452935446736,0.004074242155907789,-0.21005955678809315
AFG,2016-01-22,7,,,7,0,0.0,0.004073319755600814,0.004076086956521739,0.0024445452935446736,0.004074242155907789,-0.21005955678809315
AFG,2016-01-23,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-24,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-25,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
AFG,2016-01-26,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-27,13,,9015.0,13,0,0.20347131314043246,0.008146639511201629,0.008152173913043478,0.004889090587089347,0.008148484311815578,-0.12557463977452812
AFG,2016-01-28,2,,3823.0,2,0,0.0862862817677064,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
AFG,2016-01-29,11,,,11,0,0.0,0.006788866259334691,0.006793478260869565,0.00407424215590779,0.006790403593179649,-0.1537362787790498
